year,team,total_picks,weighted_draft_score,first_round_picks,second_round_picks
2008,Vanderbilt,3,13,1,0
2008,Ball State,0,0,0,0
2008,Colorado State,0,0,0,0
2008,Baylor,0,0,0,0
2008,Michigan State,3,8,0,1
2008,Marshall,0,0,0,0
2008,Pittsburgh,3,11,1,0
2008,UTEP,3,9,0,0
2008,The Citadel,0,0,0,0
2008,Tulsa,1,1,0,0
2008,Eastern Michigan,1,5,0,1
2008,Northern Arizona,0,0,0,0
2008,Bowling Green,1,3,0,0
2008,Harvard,0,0,0,0
2008,Penn State,2,7,0,0
2008,Memphis,0,0,0,0
2008,Boston College,3,15,2,0
2008,Colorado,2,10,0,2
2008,Boise State,2,9,1,0
2008,Western Michigan,0,0,0,0
2008,Alabama State,0,0,0,0
2008,Weber State,1,3,0,0
2008,Northwestern State,1,1,0,0
2008,Georgia Tech,3,8,0,0
2008,UCF,3,8,0,0
2008,East Carolina,1,7,1,0
2008,Furman,1,2,0,0
2008,North Dakota,0,0,0,0
2008,Nevada,0,0,0,0
2008,Cornell,0,0,0,0
2008,Wyoming,0,0,0,0
2008,Texas State,0,0,0,0
2008,Samford,0,0,0,0
2008,Arizona,4,10,1,0
2008,Maine,0,0,0,0
2008,Rutgers,2,9,0,1
2008,Kent State,1,3,0,0
2008,San José State,1,3,0,0
2008,Northern Illinois,0,0,0,0
2008,South Florida,2,9,1,0
2008,Brown,0,0,0,0
2008,Towson,0,0,0,0
2008,Florida International,0,0,0,0
2008,North Carolina Central,0,0,0,0
2008,Alabama A&M,0,0,0,0
2008,New Hampshire,0,0,0,0
2008,Arkansas State,1,5,0,1
2008,Nicholls,1,1,0,0
2008,SMU,0,0,0,0
2008,Portland State,0,0,0,0
2008,Central Arkansas,0,0,0,0
2008,Central Connecticut,0,0,0,0
2008,Delaware,1,7,1,0
2008,Coastal Carolina,1,5,0,1
2008,Elon,0,0,0,0
2008,Tennessee State,1,7,1,0
2008,App State,2,6,0,1
2008,Eastern Kentucky,1,4,0,0
2008,McNeese,1,4,0,0
2008,Northern Iowa,2,5,0,0
2008,Utah State,2,4,0,0
2008,Richmond,2,5,0,0
2008,San Diego,1,2,0,0
2008,Middle Tennessee,1,1,0,0
2008,Buffalo,2,2,0,0
2008,Jackson State,1,1,0,0
2008,Villanova,1,1,0,0
2008,Gardner-Webb,1,1,0,0
2008,Ohio,1,1,0,0
2008,Army,1,1,0,0
2008,Idaho,1,1,0,0
2008,Western Illinois,0,0,0,0
2008,William & Mary,0,0,0,0
2008,Rice,0,0,0,0
2008,Sam Houston,0,0,0,0
2008,Monmouth,0,0,0,0
2008,Norfolk State,0,0,0,0
2008,Stephen F. Austin,0,0,0,0
2008,Liberty,0,0,0,0
2008,Massachusetts,0,0,0,0
2008,Missouri State,0,0,0,0
2008,Eastern Illinois,0,0,0,0
2008,Murray State,0,0,0,0
2008,Fordham,0,0,0,0
2008,Florida Atlantic,0,0,0,0
2008,James Madison,0,0,0,0
2008,South Dakota State,0,0,0,0
2008,South Carolina State,0,0,0,0
2008,Lehigh,0,0,0,0
2008,New Mexico State,0,0,0,0
2008,Chattanooga,0,0,0,0
2008,Yale,0,0,0,0
2008,Montana State,0,0,0,0
2008,Florida A&M,0,0,0,0
2008,Presbyterian,0,0,0,0
2008,South Dakota,0,0,0,0
2008,SE Louisiana,0,0,0,0
2008,Arkansas-Pine Bluff,0,0,0,0
2008,Georgia Southern,0,0,0,0
2008,UT Martin,0,0,0,0
2008,Western Kentucky,0,0,0,0
2008,Jacksonville State,0,0,0,0
2008,Princeton,0,0,0,0
2008,Southern Utah,0,0,0,0
2008,Duke,0,0,0,0
2008,Marist,0,0,0,0
2008,Delaware State,0,0,0,0
2008,Texas Southern,0,0,0,0
2008,Navy,0,0,0,0
2008,UTSA,0,0,0,0
2008,South Alabama,0,0,0,0
2008,Charlotte,0,0,0,0
2008,Youngstown State,0,0,0,0
2008,Grambling,0,0,0,0
2008,Lamar,0,0,0,0
2008,Bucknell,0,0,0,0
2008,Drake,0,0,0,0
2008,Georgia State,0,0,0,0
2008,Pennsylvania,0,0,0,0
2008,Wagner,0,0,0,0
2008,Western Carolina,0,0,0,0
2008,Southeast Missouri State,0,0,0,0
2008,Old Dominion,0,0,0,0
2008,Prairie View A&M,0,0,0,0
2008,Morgan State,0,0,0,0
2008,Air Force,0,0,0,0
2008,Dayton,0,0,0,0
2008,Rhode Island,0,0,0,0
2008,North Texas,0,0,0,0
2009,Utah,4,12,0,2
2009,Auburn,3,12,0,1
2009,Michigan,2,4,0,0
2009,Texas,4,15,1,0
2009,West Virginia,3,7,0,1
2009,South Carolina,7,13,0,0
2009,Miami,1,1,0,0
2009,USC,11,45,3,2
2009,Troy,1,5,0,1
2009,Maryland,5,14,1,0
2009,Oklahoma,5,14,0,1
2009,Georgia,6,28,2,1
2009,Florida State,1,5,0,1
2009,Wisconsin,4,16,0,0
2009,LSU,6,14,1,0
2009,Arkansas,1,3,0,0
2009,Nebraska,3,4,0,0
2009,California,3,9,1,0
2009,Ole Miss,4,19,2,0
2009,UAB,0,0,0,0
2009,Northwestern,0,0,0,0
2009,Virginia,4,14,1,1
2009,Fresno State,2,2,0,0
2009,Houston,1,5,0,1
2009,Eastern Washington,0,0,0,0
2009,Tennessee,1,7,1,0
2009,Iowa,4,12,0,0
2009,Ohio State,7,32,2,2
2009,Howard,0,0,0,0
2009,Bethune-Cookman,0,0,0,0
2009,Washington,0,0,0,0
2009,Louisville,2,9,1,0
2009,Oklahoma State,1,7,1,0
2009,Clemson,4,8,0,0
2009,Texas A&M,2,6,0,0
2009,Illinois,3,10,1,0
2009,Northern Colorado,0,0,0,0
2009,San Diego State,1,1,0,0
2009,Syracuse,2,4,0,0
2009,Stanford,0,0,0,0
2009,Akron,0,0,0,0
2009,Indiana,0,0,0,0
2009,Arizona State,2,2,0,0
2009,Florida,3,12,1,0
2009,Notre Dame,1,3,0,0
2009,Virginia Tech,1,2,0,0
2009,Washington State,1,1,0,0
2009,Louisiana Tech,0,0,0,0
2009,Alabama,4,19,1,0
2009,UConn,4,22,1,3
2009,Iowa State,0,0,0,0
2009,Missouri,6,26,2,1
2009,Cal Poly,1,4,0,0
2009,NC State,2,6,0,0
2009,Kentucky,1,1,0,0
2009,Oregon,6,19,0,3
2009,Toledo,0,0,0,0
2009,Purdue,2,5,0,0
2009,Minnesota,0,0,0,0
2009,Southern Illinois,0,0,0,0
2009,Mississippi State,0,0,0,0
2009,Hampton,0,0,0,0
2009,Central Michigan,0,0,0,0
2009,UCLA,0,0,0,0
2009,North Carolina,5,20,1,1
2009,BYU,2,4,0,0
2009,Texas Tech,4,19,1,1
2009,Kansas State,1,7,1,0
2009,New Mexico,2,4,0,0
2009,Tulane,1,3,0,0
2009,Illinois State,0,0,0,0
2009,Kansas,0,0,0,0
2009,North Carolina A&T,0,0,0,0
2009,Cincinnati,6,12,0,1
2009,Miami (OH),1,1,0,0
2009,UNLV,1,2,0,0
2009,Wake Forest,4,18,1,1
2009,Montana,0,0,0,0
2009,Southern Miss,2,6,0,0
2009,TCU,5,6,0,0
2009,Tennessee Tech,0,0,0,0
2009,North Dakota State,1,1,0,0
2009,Temple,1,4,0,0
2009,UL Monroe,0,0,0,0
2009,Oregon State,7,19,0,1
2009,Hawai'i,3,10,0,1
2009,Louisiana,0,0,0,0
2009,Vanderbilt,1,3,0,0
2009,Ball State,2,6,0,0
2009,Colorado State,1,3,0,0
2009,Baylor,1,7,1,0
2009,Michigan State,1,2,0,0
2009,Marshall,0,0,0,0
2009,Pittsburgh,4,9,0,1
2009,UTEP,0,0,0,0
2009,The Citadel,0,0,0,0
2009,Tulsa,0,0,0,0
2009,Eastern Michigan,1,3,0,0
2009,Northern Arizona,0,0,0,0
2009,Bowling Green,0,0,0,0
2009,Harvard,0,0,0,0
2009,Penn State,5,19,1,0
2009,Memphis,1,1,0,0
2009,Boston College,2,12,1,1
2009,Colorado,1,1,0,0
2009,Boise State,0,0,0,0
2009,Western Michigan,2,6,0,1
2009,Alabama State,0,0,0,0
2009,Weber State,1,1,0,0
2009,Northwestern State,0,0,0,0
2009,Georgia Tech,4,7,0,0
2009,UCF,1,2,0,0
2009,East Carolina,1,2,0,0
2009,Furman,1,2,0,0
2009,North Dakota,0,0,0,0
2009,Nevada,1,1,0,0
2009,Cornell,0,0,0,0
2009,Wyoming,0,0,0,0
2009,Texas State,0,0,0,0
2009,Samford,0,0,0,0
2009,Arizona,2,8,0,1
2009,Maine,0,0,0,0
2009,Rutgers,5,11,1,0
2009,Kent State,1,1,0,0
2009,San José State,3,9,0,0
2009,Northern Illinois,1,7,1,0
2009,South Florida,1,4,0,0
2009,Brown,0,0,0,0
2009,Towson,0,0,0,0
2009,Florida International,0,0,0,0
2009,North Carolina Central,0,0,0,0
2009,Alabama A&M,0,0,0,0
2009,New Hampshire,0,0,0,0
2009,Arkansas State,1,1,0,0
2009,Nicholls,1,4,0,0
2009,SMU,1,2,0,0
2009,Portland State,0,0,0,0
2009,Central Arkansas,0,0,0,0
2009,Central Connecticut,0,0,0,0
2009,Delaware,0,0,0,0
2009,Coastal Carolina,0,0,0,0
2009,Elon,0,0,0,0
2009,Tennessee State,1,1,0,0
2009,App State,0,0,0,0
2009,Eastern Kentucky,0,0,0,0
2009,McNeese,1,1,0,0
2009,Northern Iowa,0,0,0,0
2009,Utah State,0,0,0,0
2009,Richmond,1,3,0,0
2009,San Diego,0,0,0,0
2009,Middle Tennessee,0,0,0,0
2009,Buffalo,0,0,0,0
2009,Jackson State,0,0,0,0
2009,Villanova,0,0,0,0
2009,Gardner-Webb,0,0,0,0
2009,Ohio,1,5,0,1
2009,Army,0,0,0,0
2009,Idaho,1,1,0,0
2009,Western Illinois,1,4,0,0
2009,William & Mary,1,4,0,0
2009,Rice,2,4,0,0
2009,Sam Houston,1,2,0,0
2009,Monmouth,1,2,0,0
2009,Norfolk State,1,1,0,0
2009,Stephen F. Austin,1,1,0,0
2009,Liberty,1,1,0,0
2009,Massachusetts,0,0,0,0
2009,Missouri State,0,0,0,0
2009,Eastern Illinois,0,0,0,0
2009,Murray State,0,0,0,0
2009,Fordham,0,0,0,0
2009,Florida Atlantic,0,0,0,0
2009,James Madison,0,0,0,0
2009,South Dakota State,0,0,0,0
2009,South Carolina State,0,0,0,0
2009,Lehigh,0,0,0,0
2009,New Mexico State,0,0,0,0
2009,Chattanooga,0,0,0,0
2009,Yale,0,0,0,0
2009,Montana State,0,0,0,0
2009,Florida A&M,0,0,0,0
2009,Presbyterian,0,0,0,0
2009,South Dakota,0,0,0,0
2009,SE Louisiana,0,0,0,0
2009,Arkansas-Pine Bluff,0,0,0,0
2009,Georgia Southern,0,0,0,0
2009,UT Martin,0,0,0,0
2009,Western Kentucky,0,0,0,0
2009,Jacksonville State,0,0,0,0
2009,Princeton,0,0,0,0
2009,Southern Utah,0,0,0,0
2009,Duke,0,0,0,0
2009,Marist,0,0,0,0
2009,Delaware State,0,0,0,0
2009,Texas Southern,0,0,0,0
2009,Navy,0,0,0,0
2009,UTSA,0,0,0,0
2009,South Alabama,0,0,0,0
2009,Charlotte,0,0,0,0
2009,Youngstown State,0,0,0,0
2009,Grambling,0,0,0,0
2009,Lamar,0,0,0,0
2009,Bucknell,0,0,0,0
2009,Drake,0,0,0,0
2009,Georgia State,0,0,0,0
2009,Pennsylvania,0,0,0,0
2009,Wagner,0,0,0,0
2009,Western Carolina,0,0,0,0
2009,Southeast Missouri State,0,0,0,0
2009,Old Dominion,0,0,0,0
2009,Prairie View A&M,0,0,0,0
2009,Morgan State,0,0,0,0
2009,Air Force,0,0,0,0
2009,Dayton,0,0,0,0
2009,Rhode Island,0,0,0,0
2009,North Texas,0,0,0,0
2010,Utah,6,17,0,2
2010,Auburn,2,7,0,1
2010,Michigan,3,10,1,0
2010,Texas,6,28,1,2
2010,West Virginia,1,1,0,0
2010,South Carolina,2,4,0,0
2010,Miami,4,11,0,0
2010,USC,7,25,0,2
2010,Troy,3,4,0,0
2010,Maryland,2,5,0,0
2010,Oklahoma,7,35,4,0
2010,Georgia,5,11,0,0
2010,Florida State,3,9,1,0
2010,Wisconsin,2,6,0,0
2010,LSU,6,16,0,0
2010,Arkansas,1,2,0,0
2010,Nebraska,3,12,1,0
2010,California,3,15,2,0
2010,Ole Miss,4,12,0,1
2010,UAB,1,1,0,0
2010,Northwestern,3,8,0,0
2010,Virginia,1,5,0,1
2010,Fresno State,1,7,1,0
2010,Houston,1,1,0,0
2010,Eastern Washington,0,0,0,0
2010,Tennessee,6,26,2,1
2010,Iowa,6,24,1,1
2010,Ohio State,4,6,0,0
2010,Howard,0,0,0,0
2010,Bethune-Cookman,0,0,0,0
2010,Washington,2,8,0,0
2010,Louisville,0,0,0,0
2010,Oklahoma State,4,17,2,0
2010,Clemson,5,15,1,0
2010,Texas A&M,1,1,0,0
2010,Illinois,3,11,0,1
2010,Northern Colorado,0,0,0,0
2010,San Diego State,0,0,0,0
2010,Syracuse,2,5,0,0
2010,Stanford,3,7,0,1
2010,Akron,0,0,0,0
2010,Indiana,3,7,0,1
2010,Arizona State,4,7,0,0
2010,Florida,9,45,3,3
2010,Notre Dame,4,12,0,2
2010,Virginia Tech,5,11,0,1
2010,Washington State,0,0,0,0
2010,Louisiana Tech,2,5,0,0
2010,Alabama,7,30,2,2
2010,UConn,2,4,0,0
2010,Iowa State,1,1,0,0
2010,Missouri,1,7,1,0
2010,Cal Poly,0,0,0,0
2010,NC State,2,2,0,0
2010,Kentucky,3,9,0,0
2010,Oregon,3,12,0,1
2010,Toledo,0,0,0,0
2010,Purdue,1,5,0,1
2010,Minnesota,2,6,0,0
2010,Southern Illinois,1,1,0,0
2010,Mississippi State,2,2,0,0
2010,Hampton,0,0,0,0
2010,Central Michigan,2,2,0,0
2010,UCLA,3,9,0,1
2010,North Carolina,2,5,0,0
2010,BYU,1,3,0,0
2010,Texas Tech,1,1,0,0
2010,Kansas State,1,2,0,0
2010,New Mexico,1,1,0,0
2010,Tulane,0,0,0,0
2010,Illinois State,0,0,0,0
2010,Kansas,3,6,0,0
2010,North Carolina A&T,0,0,0,0
2010,Cincinnati,3,5,0,0
2010,Miami (OH),0,0,0,0
2010,UNLV,1,3,0,0
2010,Wake Forest,2,6,0,0
2010,Montana,2,2,0,0
2010,Southern Miss,0,0,0,0
2010,TCU,3,14,1,1
2010,Tennessee Tech,0,0,0,0
2010,North Dakota State,0,0,0,0
2010,Temple,0,0,0,0
2010,UL Monroe,0,0,0,0
2010,Oregon State,1,1,0,0
2010,Hawai'i,0,0,0,0
2010,Louisiana,1,2,0,0
2010,Vanderbilt,2,5,0,0
2010,Ball State,0,0,0,0
2010,Colorado State,1,1,0,0
2010,Baylor,2,5,0,0
2010,Michigan State,1,1,0,0
2010,Marshall,0,0,0,0
2010,Pittsburgh,2,2,0,0
2010,UTEP,0,0,0,0
2010,The Citadel,1,4,0,0
2010,Tulsa,0,0,0,0
2010,Eastern Michigan,0,0,0,0
2010,Northern Arizona,0,0,0,0
2010,Bowling Green,0,0,0,0
2010,Harvard,0,0,0,0
2010,Penn State,6,20,1,1
2010,Memphis,0,0,0,0
2010,Boston College,1,2,0,0
2010,Colorado,0,0,0,0
2010,Boise State,1,7,1,0
2010,Western Michigan,0,0,0,0
2010,Alabama State,0,0,0,0
2010,Weber State,1,1,0,0
2010,Northwestern State,0,0,0,0
2010,Georgia Tech,4,19,2,0
2010,UCF,1,5,0,1
2010,East Carolina,3,7,0,1
2010,Furman,0,0,0,0
2010,North Dakota,0,0,0,0
2010,Nevada,0,0,0,0
2010,Cornell,0,0,0,0
2010,Wyoming,0,0,0,0
2010,Texas State,0,0,0,0
2010,Samford,0,0,0,0
2010,Arizona,2,9,0,1
2010,Maine,0,0,0,0
2010,Rutgers,3,15,2,0
2010,Kent State,1,1,0,0
2010,San José State,0,0,0,0
2010,Northern Illinois,0,0,0,0
2010,South Florida,5,18,1,1
2010,Brown,1,1,0,0
2010,Towson,0,0,0,0
2010,Florida International,0,0,0,0
2010,North Carolina Central,0,0,0,0
2010,Alabama A&M,0,0,0,0
2010,New Hampshire,0,0,0,0
2010,Arkansas State,1,4,0,0
2010,Nicholls,0,0,0,0
2010,SMU,1,4,0,0
2010,Portland State,0,0,0,0
2010,Central Arkansas,1,2,0,0
2010,Central Connecticut,0,0,0,0
2010,Delaware,0,0,0,0
2010,Coastal Carolina,0,0,0,0
2010,Elon,0,0,0,0
2010,Tennessee State,0,0,0,0
2010,App State,1,4,0,0
2010,Eastern Kentucky,0,0,0,0
2010,McNeese,0,0,0,0
2010,Northern Iowa,0,0,0,0
2010,Utah State,0,0,0,0
2010,Richmond,0,0,0,0
2010,San Diego,0,0,0,0
2010,Middle Tennessee,1,1,0,0
2010,Buffalo,1,1,0,0
2010,Jackson State,0,0,0,0
2010,Villanova,0,0,0,0
2010,Gardner-Webb,0,0,0,0
2010,Ohio,1,4,0,0
2010,Army,0,0,0,0
2010,Idaho,1,7,1,0
2010,Western Illinois,0,0,0,0
2010,William & Mary,2,2,0,0
2010,Rice,0,0,0,0
2010,Sam Houston,0,0,0,0
2010,Monmouth,0,0,0,0
2010,Norfolk State,0,0,0,0
2010,Stephen F. Austin,0,0,0,0
2010,Liberty,0,0,0,0
2010,Massachusetts,1,5,0,1
2010,Missouri State,1,3,0,0
2010,Eastern Illinois,1,2,0,0
2010,Murray State,1,2,0,0
2010,Fordham,1,2,0,0
2010,Florida Atlantic,1,1,0,0
2010,James Madison,2,2,0,0
2010,South Dakota State,1,1,0,0
2010,South Carolina State,1,1,0,0
2010,Lehigh,0,0,0,0
2010,New Mexico State,0,0,0,0
2010,Chattanooga,0,0,0,0
2010,Yale,0,0,0,0
2010,Montana State,0,0,0,0
2010,Florida A&M,0,0,0,0
2010,Presbyterian,0,0,0,0
2010,South Dakota,0,0,0,0
2010,SE Louisiana,0,0,0,0
2010,Arkansas-Pine Bluff,0,0,0,0
2010,Georgia Southern,0,0,0,0
2010,UT Martin,0,0,0,0
2010,Western Kentucky,0,0,0,0
2010,Jacksonville State,0,0,0,0
2010,Princeton,0,0,0,0
2010,Southern Utah,0,0,0,0
2010,Duke,0,0,0,0
2010,Marist,0,0,0,0
2010,Delaware State,0,0,0,0
2010,Texas Southern,0,0,0,0
2010,Navy,0,0,0,0
2010,UTSA,0,0,0,0
2010,South Alabama,0,0,0,0
2010,Charlotte,0,0,0,0
2010,Youngstown State,0,0,0,0
2010,Grambling,0,0,0,0
2010,Lamar,0,0,0,0
2010,Bucknell,0,0,0,0
2010,Drake,0,0,0,0
2010,Georgia State,0,0,0,0
2010,Pennsylvania,0,0,0,0
2010,Wagner,0,0,0,0
2010,Western Carolina,0,0,0,0
2010,Southeast Missouri State,0,0,0,0
2010,Old Dominion,0,0,0,0
2010,Prairie View A&M,0,0,0,0
2010,Morgan State,0,0,0,0
2010,Air Force,0,0,0,0
2010,Dayton,0,0,0,0
2010,Rhode Island,0,0,0,0
2010,North Texas,0,0,0,0
2011,Utah,2,3,0,0
2011,Auburn,4,16,2,0
2011,Michigan,2,6,0,1
2011,Texas,4,14,0,1
2011,West Virginia,4,7,0,0
2011,South Carolina,2,5,0,0
2011,Miami,8,27,0,2
2011,USC,9,23,1,0
2011,Troy,1,4,0,0
2011,Maryland,2,6,0,1
2011,Oklahoma,4,9,0,0
2011,Georgia,6,22,1,0
2011,Florida State,3,13,1,1
2011,Wisconsin,5,24,2,1
2011,LSU,6,24,1,0
2011,Arkansas,3,7,0,0
2011,Nebraska,7,19,1,0
2011,California,4,17,1,1
2011,Ole Miss,1,1,0,0
2011,UAB,0,0,0,0
2011,Northwestern,0,0,0,0
2011,Virginia,1,5,0,1
2011,Fresno State,2,3,0,0
2011,Houston,0,0,0,0
2011,Eastern Washington,1,3,0,0
2011,Tennessee,2,5,0,0
2011,Iowa,6,17,1,0
2011,Ohio State,5,14,1,0
2011,Howard,0,0,0,0
2011,Bethune-Cookman,0,0,0,0
2011,Washington,2,11,1,0
2011,Louisville,3,8,0,0
2011,Oklahoma State,1,3,0,0
2011,Clemson,6,22,0,3
2011,Texas A&M,1,7,1,0
2011,Illinois,4,17,1,1
2011,Northern Colorado,0,0,0,0
2011,San Diego State,2,5,0,0
2011,Syracuse,2,5,0,0
2011,Stanford,4,10,0,0
2011,Akron,0,0,0,0
2011,Indiana,2,6,0,0
2011,Arizona State,1,1,0,0
2011,Florida,4,15,1,1
2011,Notre Dame,1,5,0,1
2011,Virginia Tech,3,9,0,1
2011,Washington State,1,1,0,0
2011,Louisiana Tech,0,0,0,0
2011,Alabama,5,29,4,0
2011,UConn,4,5,0,0
2011,Iowa State,0,0,0,0
2011,Missouri,3,15,2,0
2011,Cal Poly,0,0,0,0
2011,NC State,1,4,0,0
2011,Kentucky,1,5,0,1
2011,Oregon,1,3,0,0
2011,Toledo,0,0,0,0
2011,Purdue,1,7,1,0
2011,Minnesota,0,0,0,0
2011,Southern Illinois,1,1,0,0
2011,Mississippi State,4,13,1,0
2011,Hampton,1,4,0,0
2011,Central Michigan,0,0,0,0
2011,UCLA,3,11,0,2
2011,North Carolina,9,31,1,3
2011,BYU,0,0,0,0
2011,Texas Tech,1,1,0,0
2011,Kansas State,1,5,0,1
2011,New Mexico,0,0,0,0
2011,Tulane,0,0,0,0
2011,Illinois State,0,0,0,0
2011,Kansas,0,0,0,0
2011,North Carolina A&T,0,0,0,0
2011,Cincinnati,1,1,0,0
2011,Miami (OH),0,0,0,0
2011,UNLV,0,0,0,0
2011,Wake Forest,0,0,0,0
2011,Montana,1,1,0,0
2011,Southern Miss,0,0,0,0
2011,TCU,5,11,0,1
2011,Tennessee Tech,0,0,0,0
2011,North Dakota State,0,0,0,0
2011,Temple,2,12,1,1
2011,UL Monroe,0,0,0,0
2011,Oregon State,3,9,0,1
2011,Hawai'i,3,9,0,0
2011,Louisiana,0,0,0,0
2011,Vanderbilt,0,0,0,0
2011,Ball State,0,0,0,0
2011,Colorado State,0,0,0,0
2011,Baylor,4,16,2,0
2011,Michigan State,2,2,0,0
2011,Marshall,1,2,0,0
2011,Pittsburgh,5,17,1,1
2011,UTEP,0,0,0,0
2011,The Citadel,1,3,0,0
2011,Tulsa,1,1,0,0
2011,Eastern Michigan,0,0,0,0
2011,Northern Arizona,0,0,0,0
2011,Bowling Green,0,0,0,0
2011,Harvard,0,0,0,0
2011,Penn State,2,6,0,1
2011,Memphis,0,0,0,0
2011,Boston College,1,7,1,0
2011,Colorado,4,18,2,0
2011,Boise State,3,10,0,1
2011,Western Michigan,0,0,0,0
2011,Alabama State,0,0,0,0
2011,Weber State,0,0,0,0
2011,Northwestern State,0,0,0,0
2011,Georgia Tech,1,1,0,0
2011,UCF,2,5,0,0
2011,East Carolina,1,1,0,0
2011,Furman,0,0,0,0
2011,North Dakota,0,0,0,0
2011,Nevada,3,10,0,1
2011,Cornell,0,0,0,0
2011,Wyoming,1,3,0,0
2011,Texas State,0,0,0,0
2011,Samford,0,0,0,0
2011,Arizona,3,7,0,1
2011,Maine,0,0,0,0
2011,Rutgers,0,0,0,0
2011,Kent State,0,0,0,0
2011,San José State,0,0,0,0
2011,Northern Illinois,0,0,0,0
2011,South Florida,3,6,0,0
2011,Brown,0,0,0,0
2011,Towson,0,0,0,0
2011,Florida International,1,1,0,0
2011,North Carolina Central,0,0,0,0
2011,Alabama A&M,1,1,0,0
2011,New Hampshire,0,0,0,0
2011,Arkansas State,1,1,0,0
2011,Nicholls,0,0,0,0
2011,SMU,1,1,0,0
2011,Portland State,1,3,0,0
2011,Central Arkansas,1,1,0,0
2011,Central Connecticut,0,0,0,0
2011,Delaware,0,0,0,0
2011,Coastal Carolina,0,0,0,0
2011,Elon,0,0,0,0
2011,Tennessee State,0,0,0,0
2011,App State,3,5,0,0
2011,Eastern Kentucky,0,0,0,0
2011,McNeese,0,0,0,0
2011,Northern Iowa,0,0,0,0
2011,Utah State,1,4,0,0
2011,Richmond,1,1,0,0
2011,San Diego,0,0,0,0
2011,Middle Tennessee,1,2,0,0
2011,Buffalo,1,2,0,0
2011,Jackson State,0,0,0,0
2011,Villanova,1,5,0,1
2011,Gardner-Webb,0,0,0,0
2011,Ohio,0,0,0,0
2011,Army,0,0,0,0
2011,Idaho,3,5,0,0
2011,Western Illinois,0,0,0,0
2011,William & Mary,0,0,0,0
2011,Rice,1,1,0,0
2011,Sam Houston,0,0,0,0
2011,Monmouth,0,0,0,0
2011,Norfolk State,0,0,0,0
2011,Stephen F. Austin,1,1,0,0
2011,Liberty,0,0,0,0
2011,Massachusetts,0,0,0,0
2011,Missouri State,1,3,0,0
2011,Eastern Illinois,0,0,0,0
2011,Murray State,0,0,0,0
2011,Fordham,0,0,0,0
2011,Florida Atlantic,1,4,0,0
