year,team,conference,sp_rating,sp_ranking
2009,Alabama,SEC,30.2,2.0
2009,Texas,SEC,30.0,3.0
2009,Virginia Tech,ACC,27.8,4.0
2009,TCU,Big 12,25.6,5.0
2009,Miami,ACC,25.0,6.0
2009,Texas Tech,Big 12,24.6,7.0
2009,LSU,SEC,23.0,8.0
2009,Oregon,Big Ten,22.4,9.0
2009,Oklahoma,SEC,22.3,10.0
2009,Penn State,Big Ten,21.9,11.0
2009,Ohio State,Big Ten,21.0,12.0
2009,Nebraska,Big Ten,19.9,13.0
2009,Boise State,Pac-12,19.9,13.0
2009,Georgia,SEC,19.1,15.0
2009,Cincinnati,Big 12,18.2,16.0
2009,Pittsburgh,ACC,17.9,17.0
2009,Auburn,SEC,17.4,18.0
2009,Iowa,Big Ten,17.3,19.0
2009,Wisconsin,Big Ten,16.9,20.0
2009,Ole Miss,SEC,16.7,21.0
2009,USC,Big Ten,16.6,22.0
2009,Clemson,ACC,16.4,23.0
2009,Tennessee,SEC,16.2,24.0
2009,Arkansas,SEC,16.0,25.0
2009,Utah,Big 12,15.1,26.0
2009,Oklahoma State,Big 12,14.0,27.0
2009,South Carolina,SEC,13.9,28.0
2009,West Virginia,Big 12,13.8,29.0
2009,BYU,Big 12,12.7,30.0
2009,Boston College,ACC,12.7,30.0
2009,Oregon State,Pac-12,12.6,32.0
2009,Missouri,SEC,11.8,33.0
2009,Notre Dame,FBS Independents,11.0,34.0
2009,Stanford,ACC,10.7,35.0
2009,Georgia Tech,ACC,9.7,36.0
2009,Florida State,ACC,8.8,37.0
2009,Michigan State,Big Ten,8.7,38.0
2009,North Carolina,ACC,8.5,39.0
2009,Michigan,Big Ten,8.2,40.0
2009,Arizona State,Big 12,8.2,40.0
2009,Kansas,Big 12,8.0,42.0
2009,Texas A&M,SEC,7.6,43.0
2009,Arizona,Big 12,7.1,44.0
2009,California,ACC,6.5,45.0
2009,UConn,FBS Independents,5.4,46.0
2009,Purdue,Big Ten,5.1,47.0
2009,Kansas State,Big 12,5.0,48.0
2009,Air Force,Mountain West,4.7,49.0
2009,Mississippi State,SEC,4.7,49.0
2009,UCLA,Big Ten,4.6,51.0
2009,Fresno State,Pac-12,4.1,52.0
2009,Houston,Big 12,4.0,53.0
2009,Central Michigan,Mid-American,3.5,54.0
2009,Wake Forest,ACC,3.3,55.0
2009,Rutgers,Big Ten,3.1,56.0
2009,South Florida,American Athletic,2.8,57.0
2009,Southern Miss,Sun Belt,2.4,58.0
2009,Kentucky,SEC,2.1,59.0
2009,Iowa State,Big 12,1.0,60.0
2009,Virginia,ACC,0.7,61.0
2009,NC State,ACC,0.6,62.0
2009,Nevada,Mountain West,0.5,63.0
2009,Troy,Sun Belt,0.5,63.0
2009,Minnesota,Big Ten,0.3,65.0
2009,Colorado,Big 12,0.2,66.0
2009,Washington,Big Ten,-0.2,67.0
2009,Tulsa,American Athletic,-1.1,68.0
2009,Middle Tennessee,Conference USA,-2.1,69.0
2009,East Carolina,American Athletic,-2.3,70.0
2009,Syracuse,ACC,-2.8,71.0
2009,Navy,American Athletic,-2.9,72.0
2009,Bowling Green,Mid-American,-3.3,73.0
2009,Baylor,Big 12,-3.6,74.0
2009,Louisiana Tech,Conference USA,-3.8,75.0
2009,Northwestern,Big Ten,-4.0,76.0
2009,Maryland,Big Ten,-4.1,77.0
2009,Colorado State,Pac-12,-4.5,78.0
2009,Northern Illinois,Mountain West,-4.6,79.0
2009,Temple,American Athletic,-4.9,80.0
2009,Louisville,ACC,-5.4,81.0
2009,UCF,Big 12,-5.4,81.0
2009,Vanderbilt,SEC,-5.5,83.0
2009,UTEP,Mountain West,-5.7,84.0
2009,Illinois,Big Ten,-5.7,84.0
2009,SMU,ACC,-6.1,86.0
2009,Duke,ACC,-6.1,86.0
2009,Marshall,Sun Belt,-6.1,86.0
2009,Indiana,Big Ten,-6.7,89.0
2009,UAB,American Athletic,-6.8,90.0
2009,Toledo,Mid-American,-7.4,91.0
2009,Ohio,Mid-American,-8.6,92.0
2009,Hawai'i,Mountain West,-8.8,93.0
2009,Idaho,Big Sky,-10.6,94.0
2009,San Diego State,Pac-12,-11.0,95.0
2009,UNLV,Mountain West,-11.5,96.0
2009,Buffalo,Mid-American,-11.6,97.0
2009,Kent State,Mid-American,-11.9,98.0
2009,Western Michigan,Mid-American,-12.0,99.0
2009,Utah State,Pac-12,-12.7,100.0
2009,Memphis,American Athletic,-14.4,101.0
2009,Wyoming,Mountain West,-14.4,101.0
2009,North Texas,American Athletic,-15.1,103.0
2009,UL Monroe,Sun Belt,-15.6,104.0
2009,Florida Atlantic,American Athletic,-17.3,105.0
2009,Ball State,Mid-American,-17.3,105.0
2009,Akron,Mid-American,-17.8,107.0
2009,Arkansas State,Sun Belt,-18.2,108.0
2009,Miami (OH),Mid-American,-18.9,109.0
2009,New Mexico,Mountain West,-19.1,110.0
2009,Army,American Athletic,-21.7,111.0
2009,Tulane,American Athletic,-22.2,112.0
2009,Washington State,Pac-12,-22.2,112.0
2009,Louisiana,Sun Belt,-23.8,114.0
2009,San José State,Mountain West,-25.2,115.0
2009,Rice,American Athletic,-26.0,116.0
2009,Western Kentucky,Conference USA,-27.8,117.0
2009,New Mexico State,Conference USA,-28.5,118.0
2009,Florida International,Conference USA,-30.3,119.0
2009,Eastern Michigan,Mid-American,-32.7,120.0
2009,nationalAverages,,1.375,
2010,Alabama,SEC,30.1,1.0
2010,Ohio State,Big Ten,30.0,2.0
2010,Oregon,Big Ten,28.2,3.0
2010,Stanford,ACC,28.1,4.0
2010,Arkansas,SEC,27.1,5.0
2010,Auburn,SEC,26.5,6.0
2010,Boise State,Pac-12,26.4,7.0
2010,Oklahoma State,Big 12,25.9,8.0
2010,TCU,Big 12,25.2,9.0
2010,Oklahoma,SEC,23.5,10.0
2010,Wisconsin,Big Ten,23.1,11.0
2010,Georgia,SEC,22.2,12.0
2010,Miami,ACC,21.6,13.0
2010,Virginia Tech,ACC,21.2,14.0
2010,LSU,SEC,20.4,15.0
2010,South Carolina,SEC,20.3,16.0
2010,Florida State,ACC,19.7,17.0
2010,Missouri,SEC,19.3,18.0
2010,Nebraska,Big Ten,18.8,19.0
2010,Iowa,Big Ten,17.0,20.0
2010,Notre Dame,FBS Independents,16.5,21.0
2010,West Virginia,Big 12,16.2,22.0
2010,USC,Big Ten,15.2,23.0
2010,Arizona,Big 12,14.8,24.0
2010,Arizona State,Big 12,14.6,25.0
2010,Florida,SEC,14.0,26.0
2010,Texas A&M,SEC,13.8,27.0
2010,Michigan State,Big Ten,13.8,27.0
2010,Hawai'i,Mountain West,12.8,29.0
2010,Utah,Big 12,12.2,30.0
2010,Maryland,Big Ten,11.9,31.0
2010,Pittsburgh,ACC,11.3,32.0
2010,Louisville,ACC,10.9,33.0
2010,Nevada,Mountain West,10.8,34.0
2010,Texas,SEC,10.6,35.0
2010,Mississippi State,SEC,10.6,35.0
2010,Clemson,ACC,10.1,37.0
2010,California,ACC,10.0,38.0
2010,NC State,ACC,9.3,39.0
2010,San Diego State,Pac-12,8.9,40.0
2010,Kansas State,Big 12,8.6,41.0
2010,Illinois,Big Ten,8.6,41.0
2010,Tennessee,SEC,7.7,43.0
2010,Michigan,Big Ten,7.7,43.0
2010,North Carolina,ACC,7.7,43.0
2010,Northern Illinois,Mountain West,7.6,46.0
2010,Texas Tech,Big 12,7.4,47.0
2010,Boston College,ACC,7.1,48.0
2010,Penn State,Big Ten,6.6,49.0
2010,Kentucky,SEC,6.0,50.0
2010,Southern Miss,Sun Belt,5.6,51.0
2010,Syracuse,ACC,5.3,52.0
2010,UCF,Big 12,5.1,53.0
2010,Baylor,Big 12,4.6,54.0
2010,Oregon State,Pac-12,4.6,54.0
2010,Air Force,Mountain West,3.9,56.0
2010,UCLA,Big Ten,3.9,56.0
2010,Fresno State,Pac-12,3.7,58.0
2010,BYU,Big 12,3.3,59.0
2010,Washington,Big Ten,3.2,60.0
2010,Georgia Tech,ACC,2.9,61.0
2010,Ole Miss,SEC,2.8,62.0
2010,Cincinnati,Big 12,2.5,63.0
2010,Tulsa,American Athletic,0.4,64.0
2010,South Florida,American Athletic,0.4,64.0
2010,Northwestern,Big Ten,-1.1,66.0
2010,Colorado,Big 12,-1.9,67.0
2010,Virginia,ACC,-2.1,68.0
2010,SMU,ACC,-3.2,69.0
2010,UConn,FBS Independents,-3.6,70.0
2010,Navy,American Athletic,-4.2,71.0
2010,Troy,Sun Belt,-4.4,72.0
2010,Western Michigan,Mid-American,-4.5,73.0
2010,Houston,Big 12,-4.7,74.0
2010,Temple,American Athletic,-5.2,75.0
2010,East Carolina,American Athletic,-5.3,76.0
2010,Indiana,Big Ten,-5.3,76.0
2010,Toledo,Mid-American,-5.5,78.0
2010,Iowa State,Big 12,-5.7,79.0
2010,Purdue,Big Ten,-6.5,80.0
2010,Ohio,Mid-American,-6.6,81.0
2010,Miami (OH),Mid-American,-6.7,82.0
2010,Washington State,Pac-12,-7.4,83.0
2010,Louisiana Tech,Conference USA,-7.4,83.0
2010,Kent State,Mid-American,-7.6,85.0
2010,Duke,ACC,-9.6,86.0
2010,UAB,American Athletic,-9.7,87.0
2010,Vanderbilt,SEC,-10.0,88.0
2010,Minnesota,Big Ten,-10.4,89.0
2010,UTEP,Mountain West,-11.2,90.0
2010,Rutgers,Big Ten,-11.7,91.0
2010,Idaho,Big Sky,-11.9,92.0
2010,Wake Forest,ACC,-12.1,93.0
2010,Florida International,Conference USA,-12.3,94.0
2010,Middle Tennessee,Conference USA,-12.5,95.0
2010,Wyoming,Mountain West,-13.0,96.0
2010,Marshall,Sun Belt,-14.1,97.0
2010,Army,American Athletic,-14.6,98.0
2010,Central Michigan,Mid-American,-14.7,99.0
2010,North Texas,American Athletic,-15.6,100.0
2010,Ball State,Mid-American,-15.6,100.0
2010,Arkansas State,Sun Belt,-15.9,102.0
2010,Rice,American Athletic,-16.6,103.0
2010,Colorado State,Pac-12,-16.8,104.0
2010,Kansas,Big 12,-17.0,105.0
2010,San José State,Mountain West,-17.1,106.0
2010,Utah State,Pac-12,-19.2,107.0
2010,Tulane,American Athletic,-21.1,108.0
2010,Florida Atlantic,American Athletic,-22.8,109.0
2010,Bowling Green,Mid-American,-23.5,110.0
2010,UNLV,Mountain West,-24.0,111.0
2010,UL Monroe,Sun Belt,-24.1,112.0
2010,New Mexico,Mountain West,-24.8,113.0
2010,Memphis,American Athletic,-25.0,114.0
2010,Buffalo,Mid-American,-27.0,115.0
2010,Western Kentucky,Conference USA,-27.6,116.0
2010,Akron,Mid-American,-28.2,117.0
2010,Louisiana,Sun Belt,-28.2,117.0
2010,Eastern Michigan,Mid-American,-29.2,119.0
2010,New Mexico State,Conference USA,-29.4,120.0
2010,nationalAverages,,0.9558333333333332,
2011,Alabama,SEC,32.5,1.0
2011,LSU,SEC,31.9,2.0
2011,Oklahoma,SEC,30.1,3.0
2011,Oklahoma State,Big 12,29.4,4.0
2011,Oregon,Big Ten,27.2,5.0
2011,Wisconsin,Big Ten,26.1,6.0
2011,USC,Big Ten,24.7,7.0
2011,Boise State,Pac-12,23.0,8.0
2011,Georgia,SEC,22.9,9.0
2011,Florida State,ACC,22.8,10.0
2011,Texas A&M,SEC,22.7,11.0
2011,Arkansas,SEC,21.6,12.0
2011,Michigan State,Big Ten,20.2,13.0
2011,Michigan,Big Ten,20.0,14.0
2011,Stanford,ACC,20.0,14.0
2011,Texas,SEC,18.6,16.0
2011,South Carolina,SEC,18.6,16.0
2011,Notre Dame,FBS Independents,17.2,18.0
2011,West Virginia,Big 12,16.8,19.0
2011,Miami,ACC,16.4,20.0
2011,TCU,Big 12,15.7,21.0
2011,Virginia Tech,ACC,15.4,22.0
2011,Missouri,SEC,15.0,23.0
2011,Florida,SEC,14.7,24.0
2011,Nebraska,Big Ten,14.5,25.0
2011,Houston,Big 12,14.2,26.0
2011,Ohio State,Big Ten,13.2,27.0
2011,Iowa,Big Ten,12.8,28.0
2011,Cincinnati,Big 12,12.8,28.0
2011,Southern Miss,Sun Belt,12.2,30.0
2011,California,ACC,12.2,30.0
2011,Penn State,Big Ten,11.5,32.0
2011,Baylor,Big 12,10.9,33.0
2011,Arizona State,Big 12,9.9,34.0
2011,South Florida,American Athletic,9.7,35.0
2011,Auburn,SEC,9.0,36.0
2011,Vanderbilt,SEC,8.1,37.0
2011,Mississippi State,SEC,8.0,38.0
2011,Clemson,ACC,7.8,39.0
2011,Kansas State,Big 12,7.6,40.0
2011,Louisville,ACC,7.2,41.0
2011,BYU,Big 12,6.9,42.0
2011,Tennessee,SEC,6.9,42.0
2011,Illinois,Big Ten,6.8,44.0
2011,North Carolina,ACC,6.4,45.0
2011,Utah,Big 12,6.4,45.0
2011,Toledo,Mid-American,6.2,47.0
2011,Pittsburgh,ACC,5.6,48.0
2011,Georgia Tech,ACC,5.1,49.0
2011,UCF,Big 12,5.1,49.0
2011,Texas Tech,Big 12,4.8,51.0
2011,Temple,American Athletic,4.6,52.0
2011,Washington,Big Ten,3.9,53.0
2011,Virginia,ACC,3.7,54.0
2011,UCLA,Big Ten,3.5,55.0
2011,Purdue,Big Ten,3.1,56.0
2011,Tulsa,American Athletic,2.5,57.0
2011,Northern Illinois,Mountain West,2.2,58.0
2011,Louisiana Tech,Conference USA,1.9,59.0
2011,Ohio,Mid-American,0.9,60.0
2011,Rutgers,Big Ten,0.8,61.0
2011,Northwestern,Big Ten,0.6,62.0
2011,SMU,ACC,0.3,63.0
2011,Western Michigan,Mid-American,-0.3,64.0
2011,Nevada,Mountain West,-0.4,65.0
2011,Iowa State,Big 12,-0.4,65.0
2011,Air Force,Mountain West,-0.7,67.0
2011,Utah State,Pac-12,-0.9,68.0
2011,UConn,FBS Independents,-1.0,69.0
2011,NC State,ACC,-1.1,70.0
2011,San Diego State,Pac-12,-1.5,71.0
2011,Washington State,Pac-12,-1.7,72.0
2011,Bowling Green,Mid-American,-2.0,73.0
2011,Hawai'i,Mountain West,-2.1,74.0
2011,Arizona,Big 12,-2.4,75.0
2011,Syracuse,ACC,-2.9,76.0
2011,East Carolina,American Athletic,-3.0,77.0
2011,Arkansas State,Sun Belt,-3.3,78.0
2011,Wake Forest,ACC,-3.5,79.0
2011,Minnesota,Big Ten,-3.8,80.0
2011,UTEP,Mountain West,-4.1,81.0
2011,Boston College,ACC,-4.5,82.0
2011,Kentucky,SEC,-5.0,83.0
2011,Oregon State,Pac-12,-5.2,84.0
2011,Miami (OH),Mid-American,-5.3,85.0
2011,Fresno State,Pac-12,-6.0,86.0
2011,Maryland,Big Ten,-8.0,87.0
2011,Marshall,Sun Belt,-8.0,87.0
2011,Florida International,Conference USA,-8.5,89.0
2011,Colorado,Big 12,-8.8,90.0
2011,Navy,American Athletic,-9.4,91.0
2011,Ole Miss,SEC,-9.7,92.0
2011,Louisiana,Sun Belt,-9.8,93.0
2011,Kent State,Mid-American,-10.4,94.0
2011,San José State,Mountain West,-11.9,95.0
2011,Rice,American Athletic,-12.0,96.0
2011,Colorado State,Pac-12,-12.6,97.0
2011,Duke,ACC,-13.3,98.0
2011,Ball State,Mid-American,-13.6,99.0
2011,Wyoming,Mountain West,-14.2,100.0
2011,Kansas,Big 12,-15.0,101.0
2011,Eastern Michigan,Mid-American,-15.3,102.0
2011,UL Monroe,Sun Belt,-15.7,103.0
2011,Western Kentucky,Conference USA,-16.1,104.0
2011,Indiana,Big Ten,-16.9,105.0
2011,North Texas,American Athletic,-18.1,106.0
2011,Troy,Sun Belt,-18.5,107.0
2011,New Mexico State,Conference USA,-18.7,108.0
2011,Central Michigan,Mid-American,-18.9,109.0
2011,UAB,American Athletic,-19.2,110.0
2011,Buffalo,Mid-American,-19.5,111.0
2011,Army,American Athletic,-20.9,112.0
2011,Tulane,American Athletic,-21.9,113.0
2011,Idaho,Big Sky,-23.5,114.0
2011,UNLV,Mountain West,-24.1,115.0
2011,Middle Tennessee,Conference USA,-24.6,116.0
2011,Memphis,American Athletic,-25.9,117.0
2011,New Mexico,Mountain West,-27.9,118.0
2011,Akron,Mid-American,-29.1,119.0
2011,Florida Atlantic,American Athletic,-30.7,120.0
2011,nationalAverages,,1.3458333333333332,
2012,Alabama,SEC,36.5,1.0
2012,Florida State,ACC,30.8,2.0
2012,Texas A&M,SEC,28.8,3.0
2012,Oklahoma,SEC,28.5,4.0
2012,Florida,SEC,28.0,5.0
2012,Georgia,SEC,28.0,5.0
2012,Oregon,Big Ten,27.2,7.0
2012,Oklahoma State,Big 12,24.0,8.0
2012,Ohio State,Big Ten,23.8,9.0
2012,LSU,SEC,23.7,10.0
2012,Kansas State,Big 12,22.7,11.0
2012,USC,Big Ten,21.9,12.0
2012,Michigan,Big Ten,20.5,13.0
2012,Nebraska,Big Ten,20.3,14.0
2012,Notre Dame,FBS Independents,19.2,15.0
2012,Texas,SEC,18.6,16.0
2012,Clemson,ACC,18.5,17.0
2012,Texas Tech,Big 12,17.0,18.0
2012,Arizona State,Big 12,16.6,19.0
2012,Oregon State,Pac-12,16.4,20.0
2012,South Carolina,SEC,16.1,21.0
2012,Stanford,ACC,15.3,22.0
2012,Tennessee,SEC,15.1,23.0
2012,UCLA,Big Ten,14.8,24.0
2012,Wisconsin,Big Ten,14.5,25.0
2012,Ole Miss,SEC,14.2,26.0
2012,Penn State,Big Ten,14.1,27.0
2012,North Carolina,ACC,14.1,27.0
2012,Boise State,Pac-12,13.4,29.0
2012,TCU,Big 12,12.9,30.0
2012,Virginia Tech,ACC,12.7,31.0
2012,Fresno State,Pac-12,12.5,32.0
2012,Michigan State,Big Ten,12.4,33.0
2012,Northern Illinois,Mountain West,12.4,33.0
2012,Arkansas,SEC,11.6,35.0
2012,Cincinnati,Big 12,11.1,36.0
2012,Baylor,Big 12,11.0,37.0
2012,Utah State,Pac-12,11.0,37.0
2012,BYU,Big 12,10.9,39.0
2012,Louisville,ACC,10.5,40.0
2012,Vanderbilt,SEC,10.0,41.0
2012,San José State,Mountain West,9.7,42.0
2012,Arizona,Big 12,8.2,43.0
2012,Miami,ACC,8.2,43.0
2012,Mississippi State,SEC,8.1,45.0
2012,West Virginia,Big 12,8.1,45.0
2012,Northwestern,Big Ten,7.2,47.0
2012,UCF,Big 12,6.3,48.0
2012,Washington,Big Ten,6.1,49.0
2012,Georgia Tech,ACC,6.0,50.0
2012,Syracuse,ACC,5.8,51.0
2012,Pittsburgh,ACC,5.7,52.0
2012,NC State,ACC,5.4,53.0
2012,California,ACC,5.3,54.0
2012,Auburn,SEC,4.8,55.0
2012,Iowa State,Big 12,4.4,56.0
2012,Missouri,SEC,3.9,57.0
2012,Utah,Big 12,3.8,58.0
2012,Tulsa,American Athletic,2.6,59.0
2012,San Diego State,Pac-12,2.4,60.0
2012,Arkansas State,Sun Belt,1.2,61.0
2012,Iowa,Big Ten,0.5,62.0
2012,Louisiana Tech,Conference USA,0.2,63.0
2012,Louisiana,Sun Belt,0.0,64.0
2012,Rutgers,Big Ten,0.0,64.0
2012,Kent State,Mid-American,-0.1,66.0
2012,Virginia,ACC,-0.3,67.0
2012,UConn,FBS Independents,-0.7,68.0
2012,Minnesota,Big Ten,-0.9,69.0
2012,Purdue,Big Ten,-1.0,70.0
2012,Marshall,Sun Belt,-1.4,71.0
2012,Nevada,Mountain West,-2.0,72.0
2012,Ball State,Mid-American,-2.6,73.0
2012,Boston College,ACC,-2.8,74.0
2012,South Florida,American Athletic,-3.2,75.0
2012,Troy,Sun Belt,-3.5,76.0
2012,Bowling Green,Mid-American,-4.0,77.0
2012,Toledo,Mid-American,-4.0,77.0
2012,Washington State,Pac-12,-4.4,79.0
2012,Indiana,Big Ten,-4.6,80.0
2012,Western Kentucky,Conference USA,-4.7,81.0
2012,East Carolina,American Athletic,-5.5,82.0
2012,Houston,Big 12,-5.6,83.0
2012,Duke,ACC,-7.1,84.0
2012,Middle Tennessee,Conference USA,-7.5,85.0
2012,SMU,ACC,-7.6,86.0
2012,Rice,American Athletic,-7.6,86.0
2012,Maryland,Big Ten,-7.8,88.0
2012,Ohio,Mid-American,-8.0,89.0
2012,Navy,American Athletic,-8.1,90.0
2012,Kentucky,SEC,-8.7,91.0
2012,Colorado State,Pac-12,-9.7,92.0
2012,Western Michigan,Mid-American,-9.8,93.0
2012,Illinois,Big Ten,-9.8,93.0
2012,Air Force,Mountain West,-10.0,95.0
2012,Memphis,American Athletic,-10.0,95.0
2012,UAB,American Athletic,-11.1,97.0
2012,Temple,American Athletic,-11.6,98.0
2012,Central Michigan,Mid-American,-11.6,98.0
2012,Wake Forest,ACC,-11.9,100.0
2012,UL Monroe,Sun Belt,-12.0,101.0
2012,Kansas,Big 12,-12.6,102.0
2012,Florida International,Conference USA,-12.7,103.0
2012,Texas State,Pac-12,-12.9,104.0
2012,New Mexico,Mountain West,-13.4,105.0
2012,Wyoming,Mountain West,-14.2,106.0
2012,North Texas,American Athletic,-14.4,107.0
2012,UTEP,Mountain West,-16.1,108.0
2012,Miami (OH),Mid-American,-16.2,109.0
2012,Buffalo,Mid-American,-16.3,110.0
2012,UNLV,Mountain West,-16.7,111.0
2012,Colorado,Big 12,-17.2,112.0
2012,Florida Atlantic,American Athletic,-17.9,113.0
2012,Southern Miss,Sun Belt,-18.6,114.0
2012,Hawai'i,Mountain West,-19.1,115.0
2012,Akron,Mid-American,-19.5,116.0
2012,UTSA,American Athletic,-20.1,117.0
2012,Tulane,American Athletic,-22.5,118.0
2012,Eastern Michigan,Mid-American,-23.0,119.0
2012,Army,American Athletic,-23.1,120.0
2012,South Alabama,Sun Belt,-25.5,121.0
