year,team,conference,sp_rating,sp_ranking
2016,Eastern Michigan,Mid-American,-8.2,97.0
2016,Idaho,Big Sky,-8.6,98.0
2016,Louisiana,Sun Belt,-8.7,99.0
2016,East Carolina,American Athletic,-9.0,100.0
2016,South Alabama,Sun Belt,-9.4,101.0
2016,Army,American Athletic,-9.9,102.0
2016,Hawai'i,Mountain West,-10.1,103.0
2016,SMU,ACC,-10.8,104.0
2016,Purdue,Big Ten,-11.0,105.0
2016,UTSA,American Athletic,-11.2,106.0
2016,UConn,FBS Independents,-11.6,107.0
2016,Kent State,Mid-American,-12.0,108.0
2016,Georgia State,Sun Belt,-12.1,109.0
2016,Marshall,Sun Belt,-12.7,110.0
2016,Nevada,Mountain West,-13.0,111.0
2016,San José State,Mountain West,-13.6,112.0
2016,Florida Atlantic,American Athletic,-14.1,113.0
2016,UNLV,Mountain West,-14.3,114.0
2016,Tulane,American Athletic,-14.6,115.0
2016,North Texas,American Athletic,-14.6,115.0
2016,Rutgers,Big Ten,-14.9,117.0
2016,Massachusetts,Mid-American,-15.3,118.0
2016,Kansas,Big 12,-15.9,119.0
2016,UTEP,Mountain West,-16.1,120.0
2016,Rice,American Athletic,-16.5,121.0
2016,Fresno State,Pac-12,-16.9,122.0
2016,New Mexico State,Conference USA,-17.2,123.0
2016,Buffalo,Mid-American,-18.8,124.0
2016,Florida International,Conference USA,-19.0,125.0
2016,Charlotte,American Athletic,-20.9,126.0
2016,UL Monroe,Sun Belt,-21.3,127.0
2016,Texas State,Pac-12,-25.5,128.0
2016,nationalAverages,,1.946875,
2017,Alabama,SEC,33.5,1.0
2017,Ohio State,Big Ten,30.9,2.0
2017,Wisconsin,Big Ten,26.8,3.0
2017,Georgia,SEC,26.7,4.0
2017,Clemson,ACC,26.4,5.0
2017,Penn State,Big Ten,26.0,6.0
2017,Oklahoma,SEC,25.5,7.0
2017,Auburn,SEC,24.7,8.0
2017,Florida State,ACC,22.8,9.0
2017,Washington,Big Ten,22.1,10.0
2017,LSU,SEC,21.1,11.0
2017,Notre Dame,FBS Independents,20.8,12.0
2017,Michigan,Big Ten,19.6,13.0
2017,Louisville,ACC,19.2,14.0
2017,Oklahoma State,Big 12,19.1,15.0
2017,TCU,Big 12,18.9,16.0
2017,USC,Big Ten,17.9,17.0
2017,Miami,ACC,17.4,18.0
2017,Mississippi State,SEC,16.0,19.0
2017,Stanford,ACC,15.8,20.0
2017,Virginia Tech,ACC,14.3,21.0
2017,UCF,Big 12,14.1,22.0
2017,Michigan State,Big Ten,13.8,23.0
2017,NC State,ACC,12.9,24.0
2017,Utah,Big 12,12.0,25.0
2017,Ole Miss,SEC,11.6,26.0
2017,Northwestern,Big Ten,11.2,27.0
2017,Missouri,SEC,11.1,28.0
2017,Kansas State,Big 12,10.9,29.0
2017,Texas,SEC,10.6,30.0
2017,Wake Forest,ACC,10.5,31.0
2017,Indiana,Big Ten,10.2,32.0
2017,South Florida,American Athletic,10.2,32.0
2017,Florida,SEC,10.1,34.0
2017,Iowa,Big Ten,9.8,35.0
2017,Texas A&M,SEC,9.4,36.0
2017,Oregon,Big Ten,9.1,37.0
2017,Boise State,Pac-12,9.1,37.0
2017,Georgia Tech,ACC,8.9,39.0
2017,Washington State,Pac-12,8.6,40.0
2017,Memphis,American Athletic,7.8,41.0
2017,South Carolina,SEC,7.8,41.0
2017,Houston,Big 12,7.7,43.0
2017,Iowa State,Big 12,7.5,44.0
2017,Toledo,Mid-American,6.6,45.0
2017,Duke,ACC,6.1,46.0
2017,Pittsburgh,ACC,6.0,47.0
2017,Purdue,Big Ten,5.8,48.0
2017,West Virginia,Big 12,5.6,49.0
2017,Florida Atlantic,American Athletic,5.1,50.0
2017,UCLA,Big Ten,4.9,51.0
2017,Texas Tech,Big 12,4.8,52.0
2017,Boston College,ACC,4.6,53.0
2017,San Diego State,Pac-12,4.5,54.0
2017,North Carolina,ACC,4.3,55.0
2017,Syracuse,ACC,4.0,56.0
2017,Colorado State,Pac-12,3.9,57.0
2017,App State,Sun Belt,3.8,58.0
2017,Arizona,Big 12,3.7,59.0
2017,Ohio,Mid-American,3.3,60.0
2017,Kentucky,SEC,2.7,61.0
2017,Nebraska,Big Ten,2.5,62.0
2017,Arkansas,SEC,2.1,63.0
2017,Colorado,Big 12,2.0,64.0
2017,Troy,Sun Belt,1.6,65.0
2017,Arkansas State,Sun Belt,1.5,66.0
2017,Tennessee,SEC,1.2,67.0
2017,Arizona State,Big 12,1.0,68.0
2017,Virginia,ACC,0.8,69.0
2017,Vanderbilt,SEC,0.6,70.0
2017,Temple,American Athletic,0.5,71.0
2017,Minnesota,Big Ten,0.4,72.0
2017,Navy,American Athletic,-0.7,73.0
2017,California,ACC,-1.0,74.0
2017,Northern Illinois,Mountain West,-1.4,75.0
2017,Baylor,Big 12,-1.4,75.0
2017,Miami (OH),Mid-American,-2.2,77.0
2017,Western Michigan,Mid-American,-2.4,78.0
2017,UTSA,American Athletic,-2.5,79.0
2017,Wyoming,Mountain West,-2.5,79.0
2017,Fresno State,Pac-12,-2.7,81.0
2017,SMU,ACC,-2.9,82.0
2017,Utah State,Pac-12,-3.3,83.0
2017,Southern Miss,Sun Belt,-3.4,84.0
2017,Maryland,Big Ten,-4.5,85.0
2017,Marshall,Sun Belt,-4.5,85.0
2017,North Texas,American Athletic,-4.5,85.0
2017,Western Kentucky,Conference USA,-4.9,88.0
2017,Middle Tennessee,Conference USA,-4.9,88.0
2017,Army,American Athletic,-5.3,90.0
2017,Eastern Michigan,Mid-American,-5.3,90.0
2017,Louisiana Tech,Conference USA,-5.5,92.0
2017,Rutgers,Big Ten,-5.5,92.0
2017,Tulane,American Athletic,-5.7,94.0
2017,Cincinnati,Big 12,-6.4,95.0
2017,Illinois,Big Ten,-7.4,96.0
2017,BYU,Big 12,-7.4,96.0
2017,Central Michigan,Mid-American,-8.6,98.0
2017,New Mexico State,Conference USA,-9.4,99.0
2017,Massachusetts,Mid-American,-9.7,100.0
2017,Bowling Green,Mid-American,-10.0,101.0
2017,Florida International,Conference USA,-10.4,102.0
2017,Tulsa,American Athletic,-10.7,103.0
2017,Air Force,Mountain West,-11.0,104.0
2017,Buffalo,Mid-American,-11.2,105.0
2017,South Alabama,Sun Belt,-12.0,106.0
2017,New Mexico,Mountain West,-12.4,107.0
2017,Idaho,Big Sky,-12.4,107.0
2017,Oregon State,Pac-12,-12.6,109.0
2017,UL Monroe,Sun Belt,-12.9,110.0
2017,Georgia State,Sun Belt,-14.0,111.0
2017,East Carolina,American Athletic,-14.0,111.0
2017,UNLV,Mountain West,-14.5,113.0
2017,Kansas,Big 12,-14.8,114.0
2017,Georgia Southern,Sun Belt,-15.8,115.0
2017,Louisiana,Sun Belt,-15.8,115.0
2017,Nevada,Mountain West,-16.4,117.0
2017,Old Dominion,Sun Belt,-16.8,118.0
2017,Akron,Mid-American,-17.6,119.0
2017,UConn,FBS Independents,-19.2,120.0
2017,Hawai'i,Mountain West,-19.7,121.0
2017,Ball State,Mid-American,-19.7,121.0
2017,San José State,Mountain West,-20.0,123.0
2017,Kent State,Mid-American,-20.2,124.0
2017,Texas State,Pac-12,-23.5,125.0
2017,Rice,American Athletic,-23.6,126.0
2017,Charlotte,American Athletic,-26.1,127.0
2017,UTEP,Mountain West,-27.4,128.0
2017,nationalAverages,,1.66953125,
2018,Alabama,SEC,36.3,1.0
2018,Georgia,SEC,32.9,2.0
2018,Clemson,ACC,29.7,3.0
2018,Oklahoma,SEC,24.9,4.0
2018,LSU,SEC,24.2,5.0
2018,Ohio State,Big Ten,24.1,6.0
2018,Auburn,SEC,23.6,7.0
2018,Mississippi State,SEC,23.2,8.0
2018,Florida,SEC,23.0,9.0
2018,Michigan,Big Ten,22.0,10.0
2018,Texas A&M,SEC,21.6,11.0
2018,Missouri,SEC,20.8,12.0
2018,Notre Dame,FBS Independents,20.7,13.0
2018,Washington,Big Ten,19.9,14.0
2018,Penn State,Big Ten,19.0,15.0
2018,Fresno State,Pac-12,17.4,16.0
2018,Utah,Big 12,16.8,17.0
2018,UCF,Big 12,16.5,18.0
2018,Wisconsin,Big Ten,15.5,19.0
2018,South Carolina,SEC,14.9,20.0
2018,Utah State,Pac-12,14.2,21.0
2018,Oklahoma State,Big 12,13.8,22.0
2018,Iowa,Big Ten,13.3,23.0
2018,West Virginia,Big 12,13.2,24.0
2018,Kentucky,SEC,13.1,25.0
2018,Stanford,ACC,13.0,26.0
2018,Miami,ACC,12.7,27.0
2018,Boise State,Pac-12,12.2,28.0
2018,App State,Sun Belt,11.9,29.0
2018,Michigan State,Big Ten,11.5,30.0
2018,Texas,SEC,11.3,31.0
2018,Washington State,Pac-12,11.3,31.0
2018,Ole Miss,SEC,9.8,33.0
2018,USC,Big Ten,9.7,34.0
2018,NC State,ACC,9.4,35.0
2018,Memphis,American Athletic,9.2,36.0
2018,Texas Tech,Big 12,8.7,37.0
2018,Iowa State,Big 12,7.9,38.0
2018,Vanderbilt,SEC,7.6,39.0
2018,Syracuse,ACC,7.5,40.0
2018,Oregon,Big Ten,7.3,41.0
2018,Virginia,ACC,7.1,42.0
2018,TCU,Big 12,6.9,43.0
2018,Purdue,Big Ten,6.5,44.0
2018,Minnesota,Big Ten,6.3,45.0
2018,BYU,Big 12,6.2,46.0
2018,San Diego State,Pac-12,6.0,47.0
2018,Tennessee,SEC,5.5,48.0
2018,Cincinnati,Big 12,5.4,49.0
2018,Nebraska,Big Ten,5.4,49.0
2018,Duke,ACC,5.0,51.0
2018,Arizona State,Big 12,5.0,51.0
2018,Arkansas,SEC,4.5,53.0
2018,Ohio,Mid-American,4.0,54.0
2018,California,ACC,3.9,55.0
2018,Virginia Tech,ACC,3.9,55.0
2018,Wake Forest,ACC,3.6,57.0
2018,Arizona,Big 12,3.6,57.0
2018,Maryland,Big Ten,3.0,59.0
2018,Temple,American Athletic,2.9,60.0
2018,Pittsburgh,ACC,2.7,61.0
2018,Troy,Sun Belt,2.6,62.0
2018,Boston College,ACC,2.4,63.0
2018,Houston,Big 12,2.3,64.0
2018,North Texas,American Athletic,2.1,65.0
2018,Baylor,Big 12,2.0,66.0
2018,Toledo,Mid-American,2.0,66.0
2018,Wyoming,Mountain West,1.9,68.0
2018,Northwestern,Big Ten,1.9,68.0
2018,Indiana,Big Ten,1.6,70.0
2018,Florida State,ACC,1.4,71.0
2018,Arkansas State,Sun Belt,1.2,72.0
2018,Marshall,Sun Belt,1.0,73.0
2018,Georgia Tech,ACC,0.3,74.0
2018,UAB,American Athletic,-0.3,75.0
2018,UCLA,Big Ten,-0.4,76.0
2018,Nevada,Mountain West,-0.5,77.0
2018,Kansas State,Big 12,-0.5,77.0
2018,Miami (OH),Mid-American,-0.7,79.0
2018,Colorado,Big 12,-0.7,79.0
2018,Florida Atlantic,American Athletic,-0.8,81.0
2018,Buffalo,Mid-American,-1.1,82.0
2018,South Florida,American Athletic,-1.2,83.0
2018,Army,American Athletic,-1.5,84.0
2018,Air Force,Mountain West,-1.8,85.0
2018,Eastern Michigan,Mid-American,-2.0,86.0
2018,Georgia Southern,Sun Belt,-2.4,87.0
2018,North Carolina,ACC,-2.5,88.0
2018,Northern Illinois,Mountain West,-2.7,89.0
2018,Tulane,American Athletic,-3.5,90.0
2018,Middle Tennessee,Conference USA,-3.8,91.0
2018,Southern Miss,Sun Belt,-5.0,92.0
2018,SMU,ACC,-5.4,93.0
2018,Louisiana,Sun Belt,-6.9,94.0
2018,Louisiana Tech,Conference USA,-6.9,94.0
2018,Florida International,Conference USA,-7.4,96.0
2018,Illinois,Big Ten,-7.9,97.0
2018,Louisville,ACC,-9.1,98.0
2018,New Mexico,Mountain West,-9.5,99.0
2018,Kansas,Big 12,-10.0,100.0
2018,Navy,American Athletic,-10.2,101.0
2018,Colorado State,Pac-12,-10.3,102.0
2018,Hawai'i,Mountain West,-10.4,103.0
2018,Western Michigan,Mid-American,-10.7,104.0
2018,UL Monroe,Sun Belt,-10.9,105.0
2018,UNLV,Mountain West,-11.1,106.0
2018,Tulsa,American Athletic,-11.2,107.0
2018,Rutgers,Big Ten,-12.3,108.0
2018,Old Dominion,Sun Belt,-14.1,109.0
2018,East Carolina,American Athletic,-14.9,110.0
2018,Oregon State,Pac-12,-16.0,111.0
2018,Massachusetts,Mid-American,-16.1,112.0
2018,Western Kentucky,Conference USA,-16.1,112.0
2018,Texas State,Pac-12,-16.4,114.0
2018,San José State,Mountain West,-17.1,115.0
2018,Coastal Carolina,Sun Belt,-17.2,116.0
2018,South Alabama,Sun Belt,-17.7,117.0
2018,Charlotte,American Athletic,-18.5,118.0
2018,Ball State,Mid-American,-18.9,119.0
2018,Akron,Mid-American,-19.3,120.0
2018,Liberty,Conference USA,-19.7,121.0
2018,Central Michigan,Mid-American,-20.0,122.0
2018,New Mexico State,Conference USA,-20.2,123.0
2018,Georgia State,Sun Belt,-20.4,124.0
2018,Kent State,Mid-American,-20.4,124.0
2018,Bowling Green,Mid-American,-22.0,126.0
2018,UTSA,American Athletic,-22.1,127.0
2018,Rice,American Athletic,-26.4,128.0
2018,UConn,FBS Independents,-26.4,128.0
2018,UTEP,Mountain West,-26.6,130.0
2018,nationalAverages,,1.4430769230769231,
2019,Ohio State,Big Ten,35.4,1.0
2019,LSU,SEC,33.1,2.0
2019,Alabama,SEC,32.4,3.0
2019,Clemson,ACC,28.1,4.0
2019,Georgia,SEC,26.8,5.0
2019,Penn State,Big Ten,24.3,6.0
2019,Florida,SEC,24.0,7.0
2019,Oklahoma,SEC,22.9,8.0
2019,Auburn,SEC,21.0,9.0
2019,Michigan,Big Ten,20.7,10.0
2019,Wisconsin,Big Ten,20.3,11.0
2019,Utah,Big 12,19.5,12.0
2019,Minnesota,Big Ten,19.4,13.0
2019,UCF,Big 12,19.1,14.0
2019,Oregon,Big Ten,19.0,15.0
2019,Washington,Big Ten,18.3,16.0
2019,Memphis,American Athletic,18.0,17.0
2019,Baylor,Big 12,17.8,18.0
2019,Notre Dame,FBS Independents,17.7,19.0
2019,Iowa,Big Ten,16.7,20.0
2019,Texas A&M,SEC,15.0,21.0
2019,USC,Big Ten,13.1,22.0
2019,Indiana,Big Ten,12.8,23.0
2019,Iowa State,Big 12,12.6,24.0
2019,Air Force,Mountain West,12.1,25.0
2019,Texas,SEC,12.0,26.0
2019,App State,Sun Belt,11.3,27.0
2019,Washington State,Pac-12,11.1,28.0
2019,Tennessee,SEC,10.8,29.0
2019,North Carolina,ACC,10.3,30.0
2019,Navy,American Athletic,9.9,31.0
2019,Miami,ACC,9.6,32.0
2019,Louisiana,Sun Belt,9.6,32.0
2019,Cincinnati,Big 12,9.1,34.0
2019,Kentucky,SEC,9.1,34.0
2019,Oklahoma State,Big 12,8.7,36.0
2019,Boise State,Pac-12,8.1,37.0
2019,Virginia Tech,ACC,8.0,38.0
2019,Missouri,SEC,7.8,39.0
2019,Tulane,American Athletic,7.5,40.0
2019,Michigan State,Big Ten,7.2,41.0
2019,TCU,Big 12,6.7,42.0
2019,Virginia,ACC,6.3,43.0
2019,Arizona State,Big 12,6.3,43.0
2019,Kansas State,Big 12,6.0,45.0
2019,South Carolina,SEC,4.8,46.0
2019,SMU,ACC,4.4,47.0
2019,Pittsburgh,ACC,4.1,48.0
2019,Ohio,Mid-American,3.7,49.0
2019,Mississippi State,SEC,3.5,50.0
2019,Temple,American Athletic,3.2,51.0
2019,Ole Miss,SEC,2.9,52.0
2019,Texas Tech,Big 12,2.7,53.0
2019,Nebraska,Big Ten,2.6,54.0
2019,Wake Forest,ACC,2.0,55.0
2019,San Diego State,Pac-12,2.0,55.0
2019,Florida State,ACC,1.8,57.0
2019,Western Kentucky,Conference USA,1.7,58.0
2019,BYU,Big 12,1.3,59.0
2019,Illinois,Big Ten,0.6,60.0
2019,Louisiana Tech,Conference USA,0.2,61.0
2019,Louisville,ACC,0.2,61.0
2019,Florida Atlantic,American Athletic,-0.6,63.0
2019,Purdue,Big Ten,-0.7,64.0
2019,Oregon State,Pac-12,-0.7,64.0
2019,Wyoming,Mountain West,-1.1,66.0
2019,UAB,American Athletic,-1.4,67.0
2019,Duke,ACC,-1.8,68.0
2019,Hawai'i,Mountain West,-1.9,69.0
2019,Marshall,Sun Belt,-1.9,69.0
2019,Buffalo,Mid-American,-2.0,71.0
2019,Army,American Athletic,-2.1,72.0
2019,Tulsa,American Athletic,-2.5,73.0
2019,California,ACC,-2.6,74.0
2019,Liberty,Conference USA,-2.6,74.0
2019,Arkansas State,Sun Belt,-2.9,76.0
2019,Syracuse,ACC,-3.0,77.0
2019,UCLA,Big Ten,-3.9,78.0
2019,Colorado State,Pac-12,-3.9,78.0
2019,Fresno State,Pac-12,-4.0,80.0
2019,Colorado,Big 12,-4.1,81.0
2019,Houston,Big 12,-4.3,82.0
2019,Utah State,Pac-12,-4.3,82.0
2019,Troy,Sun Belt,-4.4,84.0
2019,Central Michigan,Mid-American,-4.4,84.0
2019,Ball State,Mid-American,-4.5,86.0
2019,Georgia Southern,Sun Belt,-4.5,86.0
2019,Stanford,ACC,-4.7,88.0
2019,Southern Miss,Sun Belt,-4.8,89.0
2019,Western Michigan,Mid-American,-4.9,90.0
2019,Northwestern,Big Ten,-5.5,91.0
2019,Boston College,ACC,-5.7,92.0
2019,North Texas,American Athletic,-6.1,93.0
2019,NC State,ACC,-6.3,94.0
2019,Charlotte,American Athletic,-6.3,94.0
2019,Maryland,Big Ten,-6.3,94.0
2019,West Virginia,Big 12,-7.0,97.0
2019,Florida International,Conference USA,-7.0,97.0
2019,San José State,Mountain West,-7.2,99.0
2019,Arizona,Big 12,-8.0,100.0
2019,Eastern Michigan,Mid-American,-8.6,101.0
2019,Miami (OH),Mid-American,-9.2,102.0
2019,South Florida,American Athletic,-9.8,103.0
2019,Kansas,Big 12,-9.8,103.0
2019,Kent State,Mid-American,-10.2,105.0
2019,Vanderbilt,SEC,-10.4,106.0
2019,Georgia State,Sun Belt,-10.5,107.0
2019,Arkansas,SEC,-10.6,108.0
2019,UL Monroe,Sun Belt,-10.7,109.0
2019,Middle Tennessee,Conference USA,-11.3,110.0
2019,Georgia Tech,ACC,-12.0,111.0
2019,Nevada,Mountain West,-12.3,112.0
2019,Coastal Carolina,Sun Belt,-12.8,113.0
2019,Toledo,Mid-American,-13.7,114.0
2019,Northern Illinois,Mountain West,-13.9,115.0
2019,East Carolina,American Athletic,-14.0,116.0
2019,Rutgers,Big Ten,-14.6,117.0
2019,Texas State,Pac-12,-16.2,118.0
2019,New Mexico,Mountain West,-17.0,119.0
2019,UNLV,Mountain West,-17.4,120.0
2019,Rice,American Athletic,-18.0,121.0
2019,South Alabama,Sun Belt,-20.3,122.0
2019,New Mexico State,Conference USA,-22.0,123.0
2019,UTSA,American Athletic,-23.7,124.0
2019,UConn,FBS Independents,-24.4,125.0
2019,Old Dominion,Sun Belt,-24.4,125.0
2019,UTEP,Mountain West,-25.6,127.0
2019,Bowling Green,Mid-American,-27.5,128.0
2019,Akron,Mid-American,-29.8,129.0
2019,Massachusetts,Mid-American,-34.6,130.0
2019,nationalAverages,,0.7595419847328244,
2020,Ohio State,Big Ten,28.4,1.0
2020,Alabama,SEC,28.3,2.0
2020,Wisconsin,Big Ten,26.5,3.0
2020,Clemson,ACC,26.1,4.0
2020,Notre Dame,FBS Independents,21.0,5.0
2020,Florida,SEC,19.8,6.0
2020,BYU,Big 12,19.2,7.0
2020,Georgia,SEC,19.1,8.0
2020,Cincinnati,Big 12,18.6,9.0
2020,Oregon,Big Ten,18.1,10.0
2020,North Carolina,ACC,18.0,11.0
2020,Oklahoma,SEC,17.8,12.0
2020,Iowa,Big Ten,16.3,13.0
2020,Texas A&M,SEC,16.2,14.0
2020,Oklahoma State,Big 12,14.2,15.0
2020,Penn State,Big Ten,13.9,16.0
2020,Virginia Tech,ACC,13.7,17.0
2020,UCF,Big 12,13.6,18.0
2020,Iowa State,Big 12,13.3,19.0
2020,Miami,ACC,12.8,20.0
2020,Auburn,SEC,12.6,21.0
2020,USC,Big Ten,12.4,22.0
2020,Utah,Big 12,11.9,23.0
2020,Washington,Big Ten,11.7,24.0
2020,Arizona State,Big 12,11.4,25.0
2020,Indiana,Big Ten,11.2,26.0
2020,Michigan,Big Ten,10.7,27.0
2020,App State,Sun Belt,10.3,28.0
2020,Texas,SEC,9.7,29.0
2020,Marshall,Sun Belt,9.5,30.0
2020,SMU,ACC,9.2,31.0
2020,Northwestern,Big Ten,9.0,32.0
2020,West Virginia,Big 12,8.5,33.0
2020,Louisiana,Sun Belt,8.1,34.0
2020,Nebraska,Big Ten,7.7,35.0
2020,Boise State,Pac-12,6.7,36.0
2020,Coastal Carolina,Sun Belt,6.6,37.0
2020,Louisville,ACC,6.5,38.0
2020,Liberty,Conference USA,6.5,38.0
2020,UAB,American Athletic,6.3,40.0
2020,LSU,SEC,6.0,41.0
2020,Pittsburgh,ACC,6.0,41.0
2020,Purdue,Big Ten,5.9,43.0
2020,Memphis,American Athletic,5.7,44.0
2020,Tulsa,American Athletic,5.6,45.0
2020,San Diego State,Pac-12,5.3,46.0
2020,Ole Miss,SEC,4.8,47.0
2020,Minnesota,Big Ten,4.7,48.0
2020,Tulane,American Athletic,4.2,49.0
2020,Washington State,Pac-12,4.2,49.0
2020,Houston,Big 12,3.3,51.0
2020,Army,American Athletic,2.7,52.0
2020,California,ACC,2.4,53.0
2020,Troy,Sun Belt,2.3,54.0
2020,Kentucky,SEC,2.2,55.0
2020,Kansas State,Big 12,2.0,56.0
